Year,data.Geography,data.Type of materials diverted,data.Sources of materials prepared for recycling,Value
2018,data.Manitoba,data.Other materials,data.Non-residential sources of diverted materials,2.004693881
2018,data.Saskatchewan,data.All materials diverted,data.All sources of diverted materials,167.591264
2018,data.Saskatchewan,data.All materials diverted,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.All materials diverted,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.All paper fibres,data.All sources of diverted materials,49.38942146
2018,data.Saskatchewan,data.All paper fibres,data.Residential sources of diverted materials,32.54266992
2018,data.Saskatchewan,data.All paper fibres,data.Non-residential sources of diverted materials,16.84675154
2018,data.Saskatchewan,data.Glass,data.All sources of diverted materials,
2018,data.Saskatchewan,data.Glass,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.Glass,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.Ferrous metals,data.All sources of diverted materials,
2018,data.Saskatchewan,data.Ferrous metals,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.Ferrous metals,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.Copper and aluminum,data.All sources of diverted materials,6.604594553
2018,data.Saskatchewan,data.Copper and aluminum,data.Residential sources of diverted materials,5.834216327
2018,data.Saskatchewan,data.Copper and aluminum,data.Non-residential sources of diverted materials,0.770378226
2018,data.Saskatchewan,data.Mixed metals,data.All sources of diverted materials,1.395288384
2018,data.Saskatchewan,data.Mixed metals,data.Residential sources of diverted materials,0.852150216
2018,data.Saskatchewan,data.Mixed metals,data.Non-residential sources of diverted materials,0.543138168
2018,data.Saskatchewan,data.White goods,data.All sources of diverted materials,1.596705708
2018,data.Saskatchewan,data.White goods,data.Residential sources of diverted materials,0.859897036
2018,data.Saskatchewan,data.White goods,data.Non-residential sources of diverted materials,0.736808672
2018,data.Saskatchewan,data.Electronics,data.All sources of diverted materials,2.017616269
2018,data.Saskatchewan,data.Electronics,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.Electronics,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.Plastics,data.All sources of diverted materials,9.272943714
2018,data.Saskatchewan,data.Plastics,data.Residential sources of diverted materials,8.532692011
2018,data.Saskatchewan,data.Plastics,data.Non-residential sources of diverted materials,0.740251703
2018,data.Saskatchewan,data.Gable top and aseptic containers,data.All sources of diverted materials,1.623389199
2018,data.Saskatchewan,data.Gable top and aseptic containers,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.Textiles,data.All sources of diverted materials,
2018,data.Saskatchewan,data.Textiles,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.Textiles,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.Tires,data.All sources of diverted materials,14.68194569
2018,data.Saskatchewan,data.Tires,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.Tires,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.Construction + renovation and demolition,data.All sources of diverted materials,3.431841324
2018,data.Saskatchewan,data.Construction + renovation and demolition,data.Residential sources of diverted materials,
2018,data.Saskatchewan,data.Construction + renovation and demolition,data.Non-residential sources of diverted materials,
2018,data.Saskatchewan,data.Organics,data.All sources of diverted materials,28.45493115
2018,data.Saskatchewan,data.Organics,data.Residential sources of diverted materials,21.35109708
2018,data.Saskatchewan,data.Organics,data.Non-residential sources of diverted materials,7.103834073
2018,data.Saskatchewan,data.Other materials,data.All sources of diverted materials,1.161162264
2018,data.Saskatchewan,data.Other materials,data.Residential sources of diverted materials,0.721315031
2018,data.Saskatchewan,data.Other materials,data.Non-residential sources of diverted materials,0.439847233
2018,data.Alberta,data.All materials diverted,data.All sources of diverted materials,216.5664133
2018,data.Alberta,data.All materials diverted,data.Residential sources of diverted materials,
2018,data.Alberta,data.All materials diverted,data.Non-residential sources of diverted materials,
2018,data.Alberta,data.All paper fibres,data.All sources of diverted materials,59.3156557
2018,data.Alberta,data.All paper fibres,data.Residential sources of diverted materials,32.59377308
2018,data.Alberta,data.All paper fibres,data.Non-residential sources of diverted materials,26.72188262
2018,data.Alberta,data.Glass,data.All sources of diverted materials,16.0417842
2018,data.Alberta,data.Glass,data.Residential sources of diverted materials,14.68868325
2018,data.Alberta,data.Glass,data.Non-residential sources of diverted materials,1.353100953
2018,data.Alberta,data.Ferrous metals,data.All sources of diverted materials,9.331185185
2018,data.Alberta,data.Ferrous metals,data.Residential sources of diverted materials,1.28772589
2018,data.Alberta,data.Ferrous metals,data.Non-residential sources of diverted materials,8.043459295
2018,data.Alberta,data.Copper and aluminum,data.All sources of diverted materials,4.057208997
2018,data.Alberta,data.Copper and aluminum,data.Residential sources of diverted materials,3.011673288
2018,data.Alberta,data.Copper and aluminum,data.Non-residential sources of diverted materials,1.045535709
2018,data.Alberta,data.Mixed metals,data.All sources of diverted materials,3.066346383
2018,data.Alberta,data.Mixed metals,data.Residential sources of diverted materials,1.488271458
2018,data.Alberta,data.Mixed metals,data.Non-residential sources of diverted materials,1.578074925
2018,data.Alberta,data.White goods,data.All sources of diverted materials,3.220361657
2018,data.Alberta,data.White goods,data.Residential sources of diverted materials,2.295339409
2018,data.Alberta,data.White goods,data.Non-residential sources of diverted materials,0.925022247
2018,data.Alberta,data.Electronics,data.All sources of diverted materials,2.35233902
2018,data.Alberta,data.Electronics,data.Residential sources of diverted materials,
2018,data.Alberta,data.Electronics,data.Non-residential sources of diverted materials,
2018,data.Alberta,data.Plastics,data.All sources of diverted materials,8.62811244
2018,data.Alberta,data.Plastics,data.Residential sources of diverted materials,7.041429411
2018,data.Alberta,data.Plastics,data.Non-residential sources of diverted materials,1.58668303
2018,data.Alberta,data.Gable top and aseptic containers,data.All sources of diverted materials,
2018,data.Alberta,data.Gable top and aseptic containers,data.Residential sources of diverted materials,
2018,data.Alberta,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,
2018,data.Alberta,data.Textiles,data.All sources of diverted materials,
2018,data.Alberta,data.Textiles,data.Residential sources of diverted materials,
2018,data.Alberta,data.Textiles,data.Non-residential sources of diverted materials,
2018,data.Alberta,data.Tires,data.All sources of diverted materials,15.72979858
2018,data.Alberta,data.Tires,data.Residential sources of diverted materials,
2018,data.Alberta,data.Tires,data.Non-residential sources of diverted materials,
2018,data.Alberta,data.Construction + renovation and demolition,data.All sources of diverted materials,16.52779313
2018,data.Alberta,data.Construction + renovation and demolition,data.Residential sources of diverted materials,2.886739448
2018,data.Alberta,data.Construction + renovation and demolition,data.Non-residential sources of diverted materials,13.64105368
2018,data.Alberta,data.Organics,data.All sources of diverted materials,74.96449157
2018,data.Alberta,data.Organics,data.Residential sources of diverted materials,55.49854302
2018,data.Alberta,data.Organics,data.Non-residential sources of diverted materials,19.4661812
2018,data.Alberta,data.Other materials,data.All sources of diverted materials,0.876863393
2018,data.Alberta,data.Other materials,data.Residential sources of diverted materials,0.439013325
2018,data.Alberta,data.Other materials,data.Non-residential sources of diverted materials,0.437850068
2018,data.British Columbia,data.All materials diverted,data.All sources of diverted materials,347.8132617
2018,data.British Columbia,data.All materials diverted,data.Residential sources of diverted materials,
2018,data.British Columbia,data.All materials diverted,data.Non-residential sources of diverted materials,
2018,data.British Columbia,data.All paper fibres,data.All sources of diverted materials,110.4877062
2018,data.British Columbia,data.All paper fibres,data.Residential sources of diverted materials,23.94722577
2018,data.British Columbia,data.All paper fibres,data.Non-residential sources of diverted materials,86.54048039
2018,data.British Columbia,data.Glass,data.All sources of diverted materials,23.57241108
2018,data.British Columbia,data.Glass,data.Residential sources of diverted materials,14.51917942
2018,data.British Columbia,data.Glass,data.Non-residential sources of diverted materials,9.053231669
2018,data.British Columbia,data.Ferrous metals,data.All sources of diverted materials,13.82184048
2018,data.British Columbia,data.Ferrous metals,data.Residential sources of diverted materials,3.192710633
2018,data.British Columbia,data.Ferrous metals,data.Non-residential sources of diverted materials,10.62912985
2018,data.British Columbia,data.Copper and aluminum,data.All sources of diverted materials,4.963600265
2018,data.British Columbia,data.Copper and aluminum,data.Residential sources of diverted materials,0.689555244
2018,data.British Columbia,data.Copper and aluminum,data.Non-residential sources of diverted materials,4.274045021
2018,data.British Columbia,data.Mixed metals,data.All sources of diverted materials,10.87880672
2018,data.British Columbia,data.Mixed metals,data.Residential sources of diverted materials,6.446692889
2018,data.British Columbia,data.Mixed metals,data.Non-residential sources of diverted materials,4.432113835
2018,data.British Columbia,data.White goods,data.All sources of diverted materials,4.786571176
2018,data.British Columbia,data.White goods,data.Residential sources of diverted materials,2.14350892
2018,data.British Columbia,data.White goods,data.Non-residential sources of diverted materials,2.643062256
2018,data.British Columbia,data.Electronics,data.All sources of diverted materials,3.371535958
2018,data.British Columbia,data.Electronics,data.Residential sources of diverted materials,
2018,data.British Columbia,data.Electronics,data.Non-residential sources of diverted materials,
2018,data.British Columbia,data.Plastics,data.All sources of diverted materials,13.59890757
2018,data.British Columbia,data.Plastics,data.Residential sources of diverted materials,6.255094326
2018,data.British Columbia,data.Plastics,data.Non-residential sources of diverted materials,7.343813242
2018,data.British Columbia,data.Gable top and aseptic containers,data.All sources of diverted materials,0.058078314
2018,data.British Columbia,data.Gable top and aseptic containers,data.Residential sources of diverted materials,0.010577837
2018,data.British Columbia,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,0.047500477
2018,data.British Columbia,data.Textiles,data.All sources of diverted materials,0.253468932
2018,data.British Columbia,data.Textiles,data.Residential sources of diverted materials,0.253468932
2018,data.British Columbia,data.Textiles,data.Non-residential sources of diverted materials,
2018,data.British Columbia,data.Tires,data.All sources of diverted materials,10.02499563
2018,data.British Columbia,data.Tires,data.Residential sources of diverted materials,
2018,data.British Columbia,data.Tires,data.Non-residential sources of diverted materials,
2018,data.British Columbia,data.Construction + renovation and demolition,data.All sources of diverted materials,24.71641417
2018,data.British Columbia,data.Construction + renovation and demolition,data.Residential sources of diverted materials,8.016603612
2018,data.British Columbia,data.Construction + renovation and demolition,data.Non-residential sources of diverted materials,16.69981056
2018,data.British Columbia,data.Organics,data.All sources of diverted materials,122.8791436
2018,data.British Columbia,data.Organics,data.Residential sources of diverted materials,77.56388814
2018,data.British Columbia,data.Organics,data.Non-residential sources of diverted materials,45.31525548
2018,data.British Columbia,data.Other materials,data.All sources of diverted materials,4.399781578
2018,data.British Columbia,data.Other materials,data.Residential sources of diverted materials,3.442587092
2018,data.British Columbia,data.Other materials,data.Non-residential sources of diverted materials,0.957194486
2018,data.Territories,data.All materials diverted,data.All sources of diverted materials,236.9461034
2018,data.Territories,data.All materials diverted,data.Residential sources of diverted materials,
2018,data.Territories,data.All materials diverted,data.Non-residential sources of diverted materials,
2018,data.Territories,data.All paper fibres,data.All sources of diverted materials,39.60011961
2018,data.Territories,data.All paper fibres,data.Residential sources of diverted materials,17.19776623
2018,data.Territories,data.All paper fibres,data.Non-residential sources of diverted materials,22.40235338
2018,data.Territories,data.Glass,data.All sources of diverted materials,2.31135392
2018,data.Territories,data.Glass,data.Residential sources of diverted materials,2.012332609
2018,data.Territories,data.Glass,data.Non-residential sources of diverted materials,0.299021311
2018,data.Territories,data.Ferrous metals,data.All sources of diverted materials,67.49799979
2018,data.Territories,data.Ferrous metals,data.Residential sources of diverted materials,20.91532848
2018,data.Territories,data.Ferrous metals,data.Non-residential sources of diverted materials,46.58267131
2018,data.Territories,data.Copper and aluminum,data.All sources of diverted materials,2.198210721
2018,data.Territories,data.Copper and aluminum,data.Residential sources of diverted materials,2.17396575
2018,data.Territories,data.Copper and aluminum,data.Non-residential sources of diverted materials,0.024244971
2018,data.Territories,data.Mixed metals,data.All sources of diverted materials,4.937892465
2018,data.Territories,data.Mixed metals,data.Residential sources of diverted materials,0.88090062
2018,data.Territories,data.Mixed metals,data.Non-residential sources of diverted materials,4.056991846
2018,data.Territories,data.White goods,data.All sources of diverted materials,0.921308905
2018,data.Territories,data.White goods,data.Residential sources of diverted materials,0.832410677
2018,data.Territories,data.White goods,data.Non-residential sources of diverted materials,0.088898228
2018,data.Territories,data.Electronics,data.All sources of diverted materials,2.101230836
2018,data.Territories,data.Electronics,data.Residential sources of diverted materials,
2018,data.Territories,data.Electronics,data.Non-residential sources of diverted materials,
2018,data.Territories,data.Plastics,data.All sources of diverted materials,4.937892465
2018,data.Territories,data.Plastics,data.Residential sources of diverted materials,4.048910189
2018,data.Territories,data.Plastics,data.Non-residential sources of diverted materials,0.888982277
2018,data.Territories,data.Gable top and aseptic containers,data.All sources of diverted materials,0.387919539
2018,data.Territories,data.Gable top and aseptic containers,data.Residential sources of diverted materials,0.379837882
2018,data.Territories,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,0.008081657
2018,data.Territories,data.Textiles,data.All sources of diverted materials,0.452572796
2018,data.Territories,data.Textiles,data.Residential sources of diverted materials,0.452572796
2018,data.Territories,data.Textiles,data.Non-residential sources of diverted materials,
2018,data.Territories,data.Tires,data.All sources of diverted materials,8.461494945
2018,data.Territories,data.Tires,data.Residential sources of diverted materials,
2018,data.Territories,data.Tires,data.Non-residential sources of diverted materials,
2018,data.Territories,data.Construction + renovation and demolition,data.All sources of diverted materials,63.55415114
2018,data.Territories,data.Construction + renovation and demolition,data.Residential sources of diverted materials,15.88853779
2018,data.Territories,data.Construction + renovation and demolition,data.Non-residential sources of diverted materials,47.66561336
2018,data.Territories,data.Organics,data.All sources of diverted materials,37.18370415
2018,data.Territories,data.Organics,data.Residential sources of diverted materials,15.75923127
2018,data.Territories,data.Organics,data.Non-residential sources of diverted materials,21.42447287
2018,data.Territories,data.Other materials,data.All sources of diverted materials,2.400252148
2018,data.Territories,data.Other materials,data.Residential sources of diverted materials,2.400252148
2018,data.Territories,data.Other materials,data.Non-residential sources of diverted materials,
