Year,Géographie,Infractions,GeoCode,Value
2017,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,13.4
2017,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,922.93
2017,Île-du-Prince-Édouard,Homicide,11,1.34
2017,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.0
2017,Île-du-Prince-Édouard,Tentative de meurtre,11,1.34
2017,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.0
2017,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,0.0
2017,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,46.08
2017,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,18.7
2017,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,4.67
2017,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,80.14
2017,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,385.33
2017,Île-du-Prince-Édouard,Total des vols qualifiés,11,12.02
2017,Île-du-Prince-Édouard,Menaces,11,180.31
2017,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,4.67
2017,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1259.03
2017,Nouvelle-Écosse,Homicide,12,2.21
2017,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.21
2017,Nouvelle-Écosse,Tentative de meurtre,12,2.84
2017,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.42
2017,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,0.95
2017,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,77.93
2017,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,26.68
2017,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,8.93
2017,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,113.64
2017,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,481.75
2017,Nouvelle-Écosse,Total des vols qualifiés,12,32.45
2017,Nouvelle-Écosse,Menaces,12,255.31
2017,Nouvelle-Écosse,Total des autres infractions avec violence,12,16.17
2017,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1264.78
2017,Nouveau-Brunswick,Homicide,13,1.3
2017,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.0
2017,Nouveau-Brunswick,Tentative de meurtre,13,0.78
2017,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.0
2017,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,0.39
2017,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,67.04
2017,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,23.22
2017,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,5.74
2017,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,123.78
2017,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,521.98
2017,Nouveau-Brunswick,Total des vols qualifiés,13,27.52
2017,Nouveau-Brunswick,Menaces,13,274.03
2017,Nouveau-Brunswick,Total des autres infractions avec violence,13,16.04
2017,Québec,Total des infractions de violence prévues au Code criminel,24,1064.74
2017,Québec,Homicide,24,1.12
2017,Québec,Total des autres infractions entraînant la mort,24,0.35
2017,Québec,Tentative de meurtre,24,2.79
2017,Québec,Agression sexuelle grave (niveau 3),24,0.41
2017,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.21
2017,Québec,Agression sexuelle de niveau 1,24,62.07
2017,Québec,Total des infractions sexuelles contre les enfants,24,30.38
2017,Québec,Voies de fait graves (niveau 3),24,3.67
2017,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,122.43
2017,Québec,Voies de fait simples (niveau 1),24,403.99
2017,Québec,Total des vols qualifiés,24,44.0
2017,Québec,Menaces,24,203.62
2017,Québec,Total des autres infractions avec violence,24,28.0
2017,Ontario,Total des infractions de violence prévues au Code criminel,35,853.56
2017,Ontario,Homicide,35,1.4
2017,Ontario,Total des autres infractions entraînant la mort,35,0.21
2017,Ontario,Tentative de meurtre,35,2.04
2017,Ontario,Agression sexuelle grave (niveau 3),35,0.4
2017,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,1.07
2017,Ontario,Agression sexuelle de niveau 1,35,62.38
2017,Ontario,Total des infractions sexuelles contre les enfants,35,14.99
2017,Ontario,Voies de fait graves (niveau 3),35,7.66
2017,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,101.39
2017,Ontario,Voies de fait simples (niveau 1),35,337.31
2017,Ontario,Total des vols qualifiés,35,65.82
2017,Ontario,Menaces,35,113.75
2017,Ontario,Total des autres infractions avec violence,35,14.6
2017,Manitoba,Total des infractions de violence prévues au Code criminel,46,1987.21
2017,Manitoba,Homicide,46,3.52
2017,Manitoba,Total des autres infractions entraînant la mort,46,0.45
2017,Manitoba,Tentative de meurtre,46,3.07
2017,Manitoba,Agression sexuelle grave (niveau 3),46,1.05
2017,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,1.95
2017,Manitoba,Agression sexuelle de niveau 1,46,103.77
2017,Manitoba,Total des infractions sexuelles contre les enfants,46,39.41
2017,Manitoba,Voies de fait graves (niveau 3),46,36.19
2017,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,360.6
2017,Manitoba,Voies de fait simples (niveau 1),46,840.84
2017,Manitoba,Total des vols qualifiés,46,176.81
2017,Manitoba,Menaces,46,244.84
2017,Manitoba,Total des autres infractions avec violence,46,13.49
2017,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2096.72
2017,Saskatchewan,Homicide,47,3.31
2017,Saskatchewan,Total des autres infractions entraînant la mort,47,0.52
2017,Saskatchewan,Tentative de meurtre,47,3.66
2017,Saskatchewan,Agression sexuelle grave (niveau 3),47,0.61
2017,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,1.83
2017,Saskatchewan,Agression sexuelle de niveau 1,47,98.67
2017,Saskatchewan,Total des infractions sexuelles contre les enfants,47,39.48
2017,Saskatchewan,Voies de fait graves (niveau 3),47,34.08
2017,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,350.56
2017,Saskatchewan,Voies de fait simples (niveau 1),47,932.35
2017,Saskatchewan,Total des vols qualifiés,47,89.43
2017,Saskatchewan,Menaces,47,272.38
2017,Saskatchewan,Total des autres infractions avec violence,47,20.48
2017,Alberta,Total des infractions de violence prévues au Code criminel,48,1313.0
2017,Alberta,Homicide,48,2.81
2017,Alberta,Total des autres infractions entraînant la mort,48,0.35
2017,Alberta,Tentative de meurtre,48,1.42
2017,Alberta,Agression sexuelle grave (niveau 3),48,0.33
2017,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,1.75
2017,Alberta,Agression sexuelle de niveau 1,48,70.3
2017,Alberta,Total des infractions sexuelles contre les enfants,48,21.97
2017,Alberta,Voies de fait graves (niveau 3),48,16.1
2017,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,197.48
2017,Alberta,Voies de fait simples (niveau 1),48,541.99
2017,Alberta,Total des vols qualifiés,48,77.01
2017,Alberta,Menaces,48,180.21
2017,Alberta,Total des autres infractions avec violence,48,14.58
2017,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1085.08
2017,Colombie-Britannique,Homicide,59,2.41
2017,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.22
2017,Colombie-Britannique,Tentative de meurtre,59,2.33
2017,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.57
2017,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,0.63
2017,Colombie-Britannique,Agression sexuelle de niveau 1,59,54.44
2017,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,19.98
2017,Colombie-Britannique,Voies de fait graves (niveau 3),59,7.3
2017,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,138.77
2017,Colombie-Britannique,Voies de fait simples (niveau 1),59,418.18
2017,Colombie-Britannique,Total des vols qualifiés,59,50.4
2017,Colombie-Britannique,Menaces,59,175.51
2017,Colombie-Britannique,Total des autres infractions avec violence,59,10.15
2017,Yukon,Total des infractions de violence prévues au Code criminel,60,3718.41
2017,Yukon,Homicide,60,20.24
2017,Yukon,Total des autres infractions entraînant la mort,60,0.0
2017,Yukon,Tentative de meurtre,60,5.06
2017,Yukon,Agression sexuelle grave (niveau 3),60,0.0
2017,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,2.53
2017,Yukon,Agression sexuelle de niveau 1,60,164.42
2017,Yukon,Total des infractions sexuelles contre les enfants,60,40.47
2017,Yukon,Voies de fait graves (niveau 3),60,37.94
2017,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,349.08
2017,Yukon,Voies de fait simples (niveau 1),60,1899.68
2017,Yukon,Total des vols qualifiés,60,30.35
2017,Yukon,Menaces,60,690.56
2017,Yukon,Total des autres infractions avec violence,60,45.53
2017,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,8469.19
2017,Territoires du Nord-Ouest,Homicide,61,4.48
2017,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2017,Territoires du Nord-Ouest,Tentative de meurtre,61,2.24
2017,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,2.24
2017,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,11.2
2017,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,407.56
2017,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,123.16
2017,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,76.14
2017,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,953.96
2017,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,4901.92
2017,Territoires du Nord-Ouest,Total des vols qualifiés,61,67.18
2017,Territoires du Nord-Ouest,Menaces,61,1193.57
2017,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,53.74
2017,Nunavut,Total des infractions de violence prévues au Code criminel,62,8277.57
2017,Nunavut,Homicide,62,15.93
2017,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2017,Nunavut,Tentative de meurtre,62,5.31
2017,Nunavut,Agression sexuelle grave (niveau 3),62,0.0
2017,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,2.66
2017,Nunavut,Agression sexuelle de niveau 1,62,395.69
2017,Nunavut,Total des infractions sexuelles contre les enfants,62,217.76
2017,Nunavut,Voies de fait graves (niveau 3),62,140.75
2017,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,908.22
2017,Nunavut,Voies de fait simples (niveau 1),62,4421.61
2017,Nunavut,Total des vols qualifiés,62,39.83
2017,Nunavut,Menaces,62,1155.19
2017,Nunavut,Total des autres infractions avec violence,62,47.8
2018,Canada,Homicide,,1.77
2018,Canada,Total des autres infractions entraînant la mort,,0.36
2018,Canada,Tentative de meurtre,,2.21
2018,Canada,Agression sexuelle grave (niveau 3),,0.43
2018,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,1.32
2018,Canada,Agression sexuelle de niveau 1,,75.28
2018,Canada,Total des infractions sexuelles contre les enfants,,24.48
2018,Canada,Voies de fait graves (niveau 3),,9.67
2018,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,146.25
2018,Canada,Voies de fait simples (niveau 1),,458.93
2018,Canada,Total des vols qualifiés,,60.83
2018,Canada,Menaces,,180.2
2018,Canada,Total des autres infractions avec violence,,15.94
2018,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1346.7
2018,Terre-Neuve-et-Labrador,Homicide,10,0.38
2018,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.38
2018,Terre-Neuve-et-Labrador,Tentative de meurtre,10,0.76
2018,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.0
2018,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,0.95
2018,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,65.29
2018,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,23.09
2018,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,6.81
2018,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,110.71
2018,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,563.78
2018,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,40.69
2018,Terre-Neuve-et-Labrador,Menaces,10,332.13
2018,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,18.55
2018,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,1021.29
2018,Île-du-Prince-Édouard,Homicide,11,0.0
2018,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.0
2018,Île-du-Prince-Édouard,Tentative de meurtre,11,0.66
2018,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.66
2018,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,0.66
2018,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,68.96
2018,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,23.64
2018,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,1.97
2018,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,69.62
2018,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,417.05
2018,Île-du-Prince-Édouard,Total des vols qualifiés,11,13.79
2018,Île-du-Prince-Édouard,Menaces,11,226.59
2018,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,14.45
2018,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1271.53
2018,Nouvelle-Écosse,Homicide,12,1.14
2018,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.31
2018,Nouvelle-Écosse,Tentative de meurtre,12,1.97
2018,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.73
2018,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,0.73
2018,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,107.48
2018,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,27.03
2018,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,8.32
2018,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,111.43
2018,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,478.34
2018,Nouvelle-Écosse,Total des vols qualifiés,12,32.64
2018,Nouvelle-Écosse,Menaces,12,251.12
2018,Nouvelle-Écosse,Total des autres infractions avec violence,12,18.4
2018,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1347.7
2018,Nouveau-Brunswick,Homicide,13,1.69
2018,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.52
2018,Nouveau-Brunswick,Tentative de meurtre,13,1.17
2018,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.26
2018,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,0.78
2018,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,71.38
2018,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,24.92
2018,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,9.09
2018,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,129.79
2018,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,561.72
2018,Nouveau-Brunswick,Total des vols qualifiés,13,26.48
2018,Nouveau-Brunswick,Menaces,13,292.54
2018,Nouveau-Brunswick,Total des autres infractions avec violence,13,15.06
2018,Québec,Total des infractions de violence prévues au Code criminel,24,1076.76
2018,Québec,Homicide,24,0.99
2018,Québec,Total des autres infractions entraînant la mort,24,0.51
2018,Québec,Tentative de meurtre,24,2.22
2018,Québec,Agression sexuelle grave (niveau 3),24,0.42
2018,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.17
2018,Québec,Agression sexuelle de niveau 1,24,65.97
2018,Québec,Total des infractions sexuelles contre les enfants,24,32.25
2018,Québec,Voies de fait graves (niveau 3),24,3.34
2018,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,122.75
2018,Québec,Voies de fait simples (niveau 1),24,410.65
2018,Québec,Total des vols qualifiés,24,38.63
2018,Québec,Menaces,24,206.65
2018,Québec,Total des autres infractions avec violence,24,28.2
2018,Ontario,Total des infractions de violence prévues au Code criminel,35,904.32
2018,Ontario,Homicide,35,1.9
2018,Ontario,Total des autres infractions entraînant la mort,35,0.36
2018,Ontario,Tentative de meurtre,35,2.64
2018,Ontario,Agression sexuelle grave (niveau 3),35,0.26
2018,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,1.23
2018,Ontario,Agression sexuelle de niveau 1,35,73.77
2018,Ontario,Total des infractions sexuelles contre les enfants,35,15.9
2018,Ontario,Voies de fait graves (niveau 3),35,7.36
2018,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,107.42
2018,Ontario,Voies de fait simples (niveau 1),35,357.49
2018,Ontario,Total des vols qualifiés,35,61.77
2018,Ontario,Menaces,35,125.17
2018,Ontario,Total des autres infractions avec violence,35,10.76
2018,Manitoba,Total des infractions de violence prévues au Code criminel,46,1999.35
2018,Manitoba,Homicide,46,4.07
2018,Manitoba,Total des autres infractions entraînant la mort,46,0.37
2018,Manitoba,Tentative de meurtre,46,2.66
2018,Manitoba,Agression sexuelle grave (niveau 3),46,1.33
2018,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,1.77
2018,Manitoba,Agression sexuelle de niveau 1,46,107.86
2018,Manitoba,Total des infractions sexuelles contre les enfants,46,43.62
2018,Manitoba,Voies de fait graves (niveau 3),46,36.59
2018,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,366.97
2018,Manitoba,Voies de fait simples (niveau 1),46,813.86
2018,Manitoba,Total des vols qualifiés,46,197.46
2018,Manitoba,Menaces,46,245.73
2018,Manitoba,Total des autres infractions avec violence,46,14.79
2018,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2006.38
2018,Saskatchewan,Homicide,47,2.94
2018,Saskatchewan,Total des autres infractions entraînant la mort,47,0.09
2018,Saskatchewan,Tentative de meurtre,47,3.11
2018,Saskatchewan,Agression sexuelle grave (niveau 3),47,1.47
2018,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,1.38
2018,Saskatchewan,Agression sexuelle de niveau 1,47,108.54
2018,Saskatchewan,Total des infractions sexuelles contre les enfants,47,34.42
2018,Saskatchewan,Voies de fait graves (niveau 3),47,33.38
2018,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,330.04
2018,Saskatchewan,Voies de fait simples (niveau 1),47,868.87
2018,Saskatchewan,Total des vols qualifiés,47,86.06
2018,Saskatchewan,Menaces,47,260.33
2018,Saskatchewan,Total des autres infractions avec violence,47,19.29
2018,Alberta,Total des infractions de violence prévues au Code criminel,48,1339.41
2018,Alberta,Homicide,48,1.89
2018,Alberta,Total des autres infractions entraînant la mort,48,0.05
2018,Alberta,Tentative de meurtre,48,1.23
2018,Alberta,Agression sexuelle grave (niveau 3),48,0.54
2018,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,2.07
2018,Alberta,Agression sexuelle de niveau 1,48,80.07
2018,Alberta,Total des infractions sexuelles contre les enfants,48,27.51
2018,Alberta,Voies de fait graves (niveau 3),48,17.08
2018,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,201.88
2018,Alberta,Voies de fait simples (niveau 1),48,547.11
2018,Alberta,Total des vols qualifiés,48,81.33
2018,Alberta,Menaces,48,174.16
2018,Alberta,Total des autres infractions avec violence,48,12.65
2018,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1176.82
2018,Colombie-Britannique,Homicide,59,1.79
2018,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.42
2018,Colombie-Britannique,Tentative de meurtre,59,1.75
2018,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.16
2018,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,1.27
2018,Colombie-Britannique,Agression sexuelle de niveau 1,59,63.99
2018,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,22.59
2018,Colombie-Britannique,Voies de fait graves (niveau 3),59,6.65
2018,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,146.05
2018,Colombie-Britannique,Voies de fait simples (niveau 1),59,448.68
2018,Colombie-Britannique,Total des vols qualifiés,59,49.43
2018,Colombie-Britannique,Menaces,59,193.25
2018,Colombie-Britannique,Total des autres infractions avec violence,59,11.35
2018,Yukon,Total des infractions de violence prévues au Code criminel,60,3927.93
2018,Yukon,Homicide,60,7.43
2018,Yukon,Total des autres infractions entraînant la mort,60,0.0
2018,Yukon,Tentative de meurtre,60,4.95
2018,Yukon,Agression sexuelle grave (niveau 3),60,4.95
2018,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,4.95
2018,Yukon,Agression sexuelle de niveau 1,60,198.01
2018,Yukon,Total des infractions sexuelles contre les enfants,60,69.3
2018,Yukon,Voies de fait graves (niveau 3),60,29.7
2018,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,517.29
2018,Yukon,Voies de fait simples (niveau 1),60,1989.95
2018,Yukon,Total des vols qualifiés,60,39.6
2018,Yukon,Menaces,60,638.57
2018,Yukon,Total des autres infractions avec violence,60,12.38
2018,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,8730.02
2018,Territoires du Nord-Ouest,Homicide,61,13.47
2018,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2018,Territoires du Nord-Ouest,Tentative de meurtre,61,2.25
2018,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,2.25
2018,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,0.0
2018,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,363.75
2018,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,141.46
2018,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,85.32
2018,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,886.92
2018,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,5164.36
2018,Territoires du Nord-Ouest,Total des vols qualifiés,61,87.57
2018,Territoires du Nord-Ouest,Menaces,61,1216.99
2018,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,49.4
2018,Nunavut,Total des infractions de violence prévues au Code criminel,62,8830.44
2018,Nunavut,Homicide,62,20.88
2018,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2018,Nunavut,Tentative de meurtre,62,20.88
2018,Nunavut,Agression sexuelle grave (niveau 3),62,18.27
2018,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,5.22
2018,Nunavut,Agression sexuelle de niveau 1,62,435.78
2018,Nunavut,Total des infractions sexuelles contre les enfants,62,229.63
2018,Nunavut,Voies de fait graves (niveau 3),62,164.4
2018,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,1009.86
2018,Nunavut,Voies de fait simples (niveau 1),62,4603.1
2018,Nunavut,Total des vols qualifiés,62,33.92
2018,Nunavut,Menaces,62,1195.14
2018,Nunavut,Total des autres infractions avec violence,62,73.07
2019,Canada,Homicide,,1.83
2019,Canada,Total des autres infractions entraînant la mort,,0.31
2019,Canada,Tentative de meurtre,,2.33
2019,Canada,Agression sexuelle grave (niveau 3),,0.33
2019,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,1.42
2019,Canada,Agression sexuelle de niveau 1,,80.64
2019,Canada,Total des infractions sexuelles contre les enfants,,27.48
2019,Canada,Voies de fait graves (niveau 3),,10.56
2019,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,158.71
2019,Canada,Voies de fait simples (niveau 1),,500.25
2019,Canada,Total des vols qualifiés,,62.13
2019,Canada,Menaces,,214.86
2019,Canada,Total des autres infractions avec violence,,19.31
2019,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1543.66
2019,Terre-Neuve-et-Labrador,Homicide,10,0.95
2019,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.0
2019,Terre-Neuve-et-Labrador,Tentative de meurtre,10,0.76
2019,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.0
2019,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,0.95
2019,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,72.97
2019,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,29.38
2019,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,5.69
2019,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,136.46
2019,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,633.76
2019,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,31.27
2019,Terre-Neuve-et-Labrador,Menaces,10,393.83
2019,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,18.95
2019,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,1286.97
2019,Île-du-Prince-Édouard,Homicide,11,1.28
2019,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.64
2019,Île-du-Prince-Édouard,Tentative de meurtre,11,0.0
2019,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.0
2019,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,0.0
2019,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,84.73
2019,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,33.38
2019,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,1.93
2019,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,68.04
2019,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,471.78
2019,Île-du-Prince-Édouard,Total des vols qualifiés,11,15.41
2019,Île-du-Prince-Édouard,Menaces,11,268.95
2019,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,21.82
2019,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1413.1
2019,Nouvelle-Écosse,Homicide,12,0.61
2019,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.82
2019,Nouvelle-Écosse,Tentative de meurtre,12,4.3
2019,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.41
2019,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,1.54
2019,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,90.49
2019,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,32.08
2019,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,10.76
2019,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,118.67
2019,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,509.74
2019,Nouvelle-Écosse,Total des vols qualifiés,12,24.49
