Year,data.Geography,data.Activity group,data.Age,data.Sex,GeoCode,Value
2015,data.Quebec,data.Shopping for goods or services,data.15 to 24 years,data.Both sexes,24,1.3
2015,data.Quebec,data.Shopping for goods or services,data.15 to 24 years,data.Male,24,0.8
2015,data.Quebec,data.Shopping for goods or services,data.15 to 24 years,data.Female,24,1.7
2015,data.Quebec,data.Shopping for goods or services,data.25 to 54 years,data.Both sexes,24,1.7
2015,data.Quebec,data.Shopping for goods or services,data.25 to 54 years,data.Male,24,1.3
2015,data.Quebec,data.Shopping for goods or services,data.25 to 54 years,data.Female,24,2.1
2015,data.Quebec,data.Shopping for goods or services,data.25 to 34 years,data.Both sexes,24,1.7
2015,data.Quebec,data.Shopping for goods or services,data.25 to 34 years,data.Male,24,1.3
2015,data.Quebec,data.Shopping for goods or services,data.25 to 34 years,data.Female,24,2.1
2015,data.Quebec,data.Shopping for goods or services,data.35 to 44 years,data.Both sexes,24,1.7
2015,data.Quebec,data.Shopping for goods or services,data.35 to 44 years,data.Male,24,1.3
2015,data.Quebec,data.Shopping for goods or services,data.35 to 44 years,data.Female,24,2.1
2015,data.Quebec,data.Shopping for goods or services,data.45 to 54 years,data.Both sexes,24,2.1
2015,data.Quebec,data.Shopping for goods or services,data.45 to 54 years,data.Male,24,1.3
2015,data.Quebec,data.Shopping for goods or services,data.45 to 54 years,data.Female,24,2.9
2015,data.Quebec,data.Shopping for goods or services,data.55 to 64 years,data.Both sexes,24,2.5
2015,data.Quebec,data.Shopping for goods or services,data.55 to 64 years,data.Male,24,2.1
2015,data.Quebec,data.Shopping for goods or services,data.55 to 64 years,data.Female,24,2.5
2015,data.Quebec,data.Shopping for goods or services,data.65 years and over,data.Both sexes,24,2.5
2015,data.Quebec,data.Shopping for goods or services,data.65 years and over,data.Male,24,2.1
2015,data.Quebec,data.Shopping for goods or services,data.65 years and over,data.Female,24,2.5
2015,data.Ontario,data.Unpaid work activities,"data.Total, 15 years and over",data.Both sexes,35,12.5
2015,data.Ontario,data.Unpaid work activities,"data.Total, 15 years and over",data.Male,35,10.0
2015,data.Ontario,data.Unpaid work activities,"data.Total, 15 years and over",data.Female,35,15.0
2015,data.Ontario,data.Unpaid work activities,data.15 to 24 years,data.Both sexes,35,5.4
2015,data.Ontario,data.Unpaid work activities,data.15 to 24 years,data.Male,35,4.6
2015,data.Ontario,data.Unpaid work activities,data.15 to 24 years,data.Female,35,6.3
2015,data.Ontario,data.Unpaid work activities,data.25 to 54 years,data.Both sexes,35,13.3
2015,data.Ontario,data.Unpaid work activities,data.25 to 54 years,data.Male,35,10.0
2015,data.Ontario,data.Unpaid work activities,data.25 to 54 years,data.Female,35,16.3
2015,data.Ontario,data.Unpaid work activities,data.25 to 34 years,data.Both sexes,35,11.7
2015,data.Ontario,data.Unpaid work activities,data.25 to 34 years,data.Male,35,7.1
2015,data.Ontario,data.Unpaid work activities,data.25 to 34 years,data.Female,35,15.8
2015,data.Ontario,data.Unpaid work activities,data.35 to 44 years,data.Both sexes,35,15.0
2015,data.Ontario,data.Unpaid work activities,data.35 to 44 years,data.Male,35,11.7
2015,data.Ontario,data.Unpaid work activities,data.35 to 44 years,data.Female,35,18.3
2015,data.Ontario,data.Unpaid work activities,data.45 to 54 years,data.Both sexes,35,12.9
2015,data.Ontario,data.Unpaid work activities,data.45 to 54 years,data.Male,35,10.4
2015,data.Ontario,data.Unpaid work activities,data.45 to 54 years,data.Female,35,15.0
2015,data.Ontario,data.Unpaid work activities,data.55 to 64 years,data.Both sexes,35,14.6
2015,data.Ontario,data.Unpaid work activities,data.55 to 64 years,data.Male,35,11.7
2015,data.Ontario,data.Unpaid work activities,data.55 to 64 years,data.Female,35,17.5
2015,data.Ontario,data.Unpaid work activities,data.65 years and over,data.Both sexes,35,15.4
2015,data.Ontario,data.Unpaid work activities,data.65 years and over,data.Male,35,13.3
2015,data.Ontario,data.Unpaid work activities,data.65 years and over,data.Female,35,17.5
2015,data.Ontario,data.Household chores,"data.Total, 15 years and over",data.Both sexes,35,8.8
2015,data.Ontario,data.Household chores,"data.Total, 15 years and over",data.Male,35,7.1
2015,data.Ontario,data.Household chores,"data.Total, 15 years and over",data.Female,35,10.0
2015,data.Ontario,data.Household chores,data.15 to 24 years,data.Both sexes,35,3.3
2015,data.Ontario,data.Household chores,data.15 to 24 years,data.Male,35,2.9
2015,data.Ontario,data.Household chores,data.15 to 24 years,data.Female,35,3.8
2015,data.Ontario,data.Household chores,data.25 to 54 years,data.Both sexes,35,7.9
2015,data.Ontario,data.Household chores,data.25 to 54 years,data.Male,35,6.3
2015,data.Ontario,data.Household chores,data.25 to 54 years,data.Female,35,9.6
2015,data.Ontario,data.Household chores,data.25 to 34 years,data.Both sexes,35,6.3
2015,data.Ontario,data.Household chores,data.25 to 34 years,data.Male,35,4.2
2015,data.Ontario,data.Household chores,data.25 to 34 years,data.Female,35,7.9
2015,data.Ontario,data.Household chores,data.35 to 44 years,data.Both sexes,35,8.3
2015,data.Ontario,data.Household chores,data.35 to 44 years,data.Male,35,6.7
2015,data.Ontario,data.Household chores,data.35 to 44 years,data.Female,35,10.4
2015,data.Ontario,data.Household chores,data.45 to 54 years,data.Both sexes,35,9.2
2015,data.Ontario,data.Household chores,data.45 to 54 years,data.Male,35,7.5
2015,data.Ontario,data.Household chores,data.45 to 54 years,data.Female,35,10.8
2015,data.Ontario,data.Household chores,data.55 to 64 years,data.Both sexes,35,11.3
2015,data.Ontario,data.Household chores,data.55 to 64 years,data.Male,35,9.6
2015,data.Ontario,data.Household chores,data.55 to 64 years,data.Female,35,12.9
2015,data.Ontario,data.Household chores,data.65 years and over,data.Both sexes,35,12.1
2015,data.Ontario,data.Household chores,data.65 years and over,data.Male,35,10.4
2015,data.Ontario,data.Household chores,data.65 years and over,data.Female,35,13.8
2015,data.Ontario,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Both sexes,35,1.7
2015,data.Ontario,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Male,35,1.3
2015,data.Ontario,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Female,35,2.1
2015,data.Ontario,data.Care of household children under 18 years,data.15 to 24 years,data.Both sexes,35,0.4
2015,data.Ontario,data.Care of household children under 18 years,data.15 to 24 years,data.Male,35,
2015,data.Ontario,data.Care of household children under 18 years,data.15 to 24 years,data.Female,35,
2015,data.Ontario,data.Care of household children under 18 years,data.25 to 54 years,data.Both sexes,35,2.9
2015,data.Ontario,data.Care of household children under 18 years,data.25 to 54 years,data.Male,35,2.1
2015,data.Ontario,data.Care of household children under 18 years,data.25 to 54 years,data.Female,35,3.8
2015,data.Ontario,data.Care of household children under 18 years,data.25 to 34 years,data.Both sexes,35,3.3
2015,data.Ontario,data.Care of household children under 18 years,data.25 to 34 years,data.Male,35,1.7
2015,data.Ontario,data.Care of household children under 18 years,data.25 to 34 years,data.Female,35,5.0
2015,data.Ontario,data.Care of household children under 18 years,data.35 to 44 years,data.Both sexes,35,4.6
2015,data.Ontario,data.Care of household children under 18 years,data.35 to 44 years,data.Male,35,3.3
2015,data.Ontario,data.Care of household children under 18 years,data.35 to 44 years,data.Female,35,5.8
2015,data.Ontario,data.Care of household children under 18 years,data.45 to 54 years,data.Both sexes,35,1.3
2015,data.Ontario,data.Care of household children under 18 years,data.45 to 54 years,data.Male,35,1.3
2015,data.Ontario,data.Care of household children under 18 years,data.45 to 54 years,data.Female,35,1.3
2015,data.Ontario,data.Care of household children under 18 years,data.55 to 64 years,data.Both sexes,35,0.4
2015,data.Ontario,data.Care of household children under 18 years,data.55 to 64 years,data.Male,35,
2015,data.Ontario,data.Care of household children under 18 years,data.55 to 64 years,data.Female,35,0.4
2015,data.Ontario,data.Care of household children under 18 years,data.65 years and over,data.Both sexes,35,
2015,data.Ontario,data.Care of household children under 18 years,data.65 years and over,data.Male,35,
2015,data.Ontario,data.Care of household children under 18 years,data.65 years and over,data.Female,35,
2015,data.Ontario,data.Care of household adults,"data.Total, 15 years and over",data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,"data.Total, 15 years and over",data.Male,35,
2015,data.Ontario,data.Care of household adults,"data.Total, 15 years and over",data.Female,35,
2015,data.Ontario,data.Care of household adults,data.15 to 24 years,data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,data.15 to 24 years,data.Male,35,
2015,data.Ontario,data.Care of household adults,data.15 to 24 years,data.Female,35,0.0
2015,data.Ontario,data.Care of household adults,data.25 to 54 years,data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,data.25 to 54 years,data.Male,35,
2015,data.Ontario,data.Care of household adults,data.25 to 54 years,data.Female,35,
2015,data.Ontario,data.Care of household adults,data.25 to 34 years,data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,data.25 to 34 years,data.Male,35,
2015,data.Ontario,data.Care of household adults,data.25 to 34 years,data.Female,35,
2015,data.Ontario,data.Care of household adults,data.35 to 44 years,data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,data.35 to 44 years,data.Male,35,
2015,data.Ontario,data.Care of household adults,data.35 to 44 years,data.Female,35,
2015,data.Ontario,data.Care of household adults,data.45 to 54 years,data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,data.45 to 54 years,data.Male,35,
2015,data.Ontario,data.Care of household adults,data.45 to 54 years,data.Female,35,
2015,data.Ontario,data.Care of household adults,data.55 to 64 years,data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,data.55 to 64 years,data.Male,35,
2015,data.Ontario,data.Care of household adults,data.55 to 64 years,data.Female,35,
2015,data.Ontario,data.Care of household adults,data.65 years and over,data.Both sexes,35,
2015,data.Ontario,data.Care of household adults,data.65 years and over,data.Male,35,
2015,data.Ontario,data.Care of household adults,data.65 years and over,data.Female,35,
2015,data.Ontario,data.Shopping for goods or services,"data.Total, 15 years and over",data.Both sexes,35,2.1
2015,data.Ontario,data.Shopping for goods or services,"data.Total, 15 years and over",data.Male,35,1.7
2015,data.Ontario,data.Shopping for goods or services,"data.Total, 15 years and over",data.Female,35,2.5
2015,data.Ontario,data.Shopping for goods or services,data.15 to 24 years,data.Both sexes,35,1.3
2015,data.Ontario,data.Shopping for goods or services,data.15 to 24 years,data.Male,35,0.8
2015,data.Ontario,data.Shopping for goods or services,data.15 to 24 years,data.Female,35,1.7
2015,data.Ontario,data.Shopping for goods or services,data.25 to 54 years,data.Both sexes,35,1.7
2015,data.Ontario,data.Shopping for goods or services,data.25 to 54 years,data.Male,35,1.3
2015,data.Ontario,data.Shopping for goods or services,data.25 to 54 years,data.Female,35,2.1
2015,data.Ontario,data.Shopping for goods or services,data.25 to 34 years,data.Both sexes,35,1.7
2015,data.Ontario,data.Shopping for goods or services,data.25 to 34 years,data.Male,35,1.3
2015,data.Ontario,data.Shopping for goods or services,data.25 to 34 years,data.Female,35,2.5
2015,data.Ontario,data.Shopping for goods or services,data.35 to 44 years,data.Both sexes,35,1.7
2015,data.Ontario,data.Shopping for goods or services,data.35 to 44 years,data.Male,35,1.7
2015,data.Ontario,data.Shopping for goods or services,data.35 to 44 years,data.Female,35,2.1
2015,data.Ontario,data.Shopping for goods or services,data.45 to 54 years,data.Both sexes,35,2.1
2015,data.Ontario,data.Shopping for goods or services,data.45 to 54 years,data.Male,35,1.7
2015,data.Ontario,data.Shopping for goods or services,data.45 to 54 years,data.Female,35,2.5
2015,data.Ontario,data.Shopping for goods or services,data.55 to 64 years,data.Both sexes,35,2.5
2015,data.Ontario,data.Shopping for goods or services,data.55 to 64 years,data.Male,35,1.7
2015,data.Ontario,data.Shopping for goods or services,data.55 to 64 years,data.Female,35,2.9
2015,data.Ontario,data.Shopping for goods or services,data.65 years and over,data.Both sexes,35,2.9
2015,data.Ontario,data.Shopping for goods or services,data.65 years and over,data.Male,35,2.5
2015,data.Ontario,data.Shopping for goods or services,data.65 years and over,data.Female,35,2.9
2015,data.Prairies,data.Unpaid work activities,"data.Total, 15 years and over",data.Both sexes,,12.9
2015,data.Prairies,data.Unpaid work activities,"data.Total, 15 years and over",data.Male,,10.4
2015,data.Prairies,data.Unpaid work activities,"data.Total, 15 years and over",data.Female,,15.8
2015,data.Prairies,data.Unpaid work activities,data.15 to 24 years,data.Both sexes,,6.7
2015,data.Prairies,data.Unpaid work activities,data.15 to 24 years,data.Male,,5.0
2015,data.Prairies,data.Unpaid work activities,data.15 to 24 years,data.Female,,8.3
2015,data.Prairies,data.Unpaid work activities,data.25 to 54 years,data.Both sexes,,14.2
2015,data.Prairies,data.Unpaid work activities,data.25 to 54 years,data.Male,,10.4
2015,data.Prairies,data.Unpaid work activities,data.25 to 54 years,data.Female,,17.9
2015,data.Prairies,data.Unpaid work activities,data.25 to 34 years,data.Both sexes,,12.5
2015,data.Prairies,data.Unpaid work activities,data.25 to 34 years,data.Male,,7.9
2015,data.Prairies,data.Unpaid work activities,data.25 to 34 years,data.Female,,17.5
2015,data.Prairies,data.Unpaid work activities,data.35 to 44 years,data.Both sexes,,15.8
2015,data.Prairies,data.Unpaid work activities,data.35 to 44 years,data.Male,,11.3
2015,data.Prairies,data.Unpaid work activities,data.35 to 44 years,data.Female,,20.0
2015,data.Prairies,data.Unpaid work activities,data.45 to 54 years,data.Both sexes,,14.2
2015,data.Prairies,data.Unpaid work activities,data.45 to 54 years,data.Male,,12.1
2015,data.Prairies,data.Unpaid work activities,data.45 to 54 years,data.Female,,16.3
2015,data.Prairies,data.Unpaid work activities,data.55 to 64 years,data.Both sexes,,13.3
2015,data.Prairies,data.Unpaid work activities,data.55 to 64 years,data.Male,,11.7
2015,data.Prairies,data.Unpaid work activities,data.55 to 64 years,data.Female,,15.4
2015,data.Prairies,data.Unpaid work activities,data.65 years and over,data.Both sexes,,16.3
2015,data.Prairies,data.Unpaid work activities,data.65 years and over,data.Male,,15.0
2015,data.Prairies,data.Unpaid work activities,data.65 years and over,data.Female,,17.1
2015,data.Prairies,data.Household chores,"data.Total, 15 years and over",data.Both sexes,,8.8
2015,data.Prairies,data.Household chores,"data.Total, 15 years and over",data.Male,,7.5
2015,data.Prairies,data.Household chores,"data.Total, 15 years and over",data.Female,,10.4
2015,data.Prairies,data.Household chores,data.15 to 24 years,data.Both sexes,,4.6
2015,data.Prairies,data.Household chores,data.15 to 24 years,data.Male,,3.3
2015,data.Prairies,data.Household chores,data.15 to 24 years,data.Female,,6.3
2015,data.Prairies,data.Household chores,data.25 to 54 years,data.Both sexes,,8.8
2015,data.Prairies,data.Household chores,data.25 to 54 years,data.Male,,7.1
2015,data.Prairies,data.Household chores,data.25 to 54 years,data.Female,,10.4
2015,data.Prairies,data.Household chores,data.25 to 34 years,data.Both sexes,,7.1
2015,data.Prairies,data.Household chores,data.25 to 34 years,data.Male,,5.4
2015,data.Prairies,data.Household chores,data.25 to 34 years,data.Female,,9.2
2015,data.Prairies,data.Household chores,data.35 to 44 years,data.Both sexes,,8.3
2015,data.Prairies,data.Household chores,data.35 to 44 years,data.Male,,6.3
2015,data.Prairies,data.Household chores,data.35 to 44 years,data.Female,,10.8
2015,data.Prairies,data.Household chores,data.45 to 54 years,data.Both sexes,,10.4
2015,data.Prairies,data.Household chores,data.45 to 54 years,data.Male,,9.6
2015,data.Prairies,data.Household chores,data.45 to 54 years,data.Female,,11.7
2015,data.Prairies,data.Household chores,data.55 to 64 years,data.Both sexes,,10.0
2015,data.Prairies,data.Household chores,data.55 to 64 years,data.Male,,9.2
2015,data.Prairies,data.Household chores,data.55 to 64 years,data.Female,,11.3
2015,data.Prairies,data.Household chores,data.65 years and over,data.Both sexes,,12.5
2015,data.Prairies,data.Household chores,data.65 years and over,data.Male,,11.7
2015,data.Prairies,data.Household chores,data.65 years and over,data.Female,,13.3
2015,data.Prairies,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Both sexes,,1.7
2015,data.Prairies,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Male,,0.8
2015,data.Prairies,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Female,,2.9
2015,data.Prairies,data.Care of household children under 18 years,data.15 to 24 years,data.Both sexes,,0.4
2015,data.Prairies,data.Care of household children under 18 years,data.15 to 24 years,data.Male,,
2015,data.Prairies,data.Care of household children under 18 years,data.15 to 24 years,data.Female,,0.8
2015,data.Prairies,data.Care of household children under 18 years,data.25 to 54 years,data.Both sexes,,3.3
2015,data.Prairies,data.Care of household children under 18 years,data.25 to 54 years,data.Male,,1.7
2015,data.Prairies,data.Care of household children under 18 years,data.25 to 54 years,data.Female,,5.0
2015,data.Prairies,data.Care of household children under 18 years,data.25 to 34 years,data.Both sexes,,3.3
2015,data.Prairies,data.Care of household children under 18 years,data.25 to 34 years,data.Male,,1.3
2015,data.Prairies,data.Care of household children under 18 years,data.25 to 34 years,data.Female,,5.8
2015,data.Prairies,data.Care of household children under 18 years,data.35 to 44 years,data.Both sexes,,5.0
2015,data.Prairies,data.Care of household children under 18 years,data.35 to 44 years,data.Male,,2.9
2015,data.Prairies,data.Care of household children under 18 years,data.35 to 44 years,data.Female,,7.1
2015,data.Prairies,data.Care of household children under 18 years,data.45 to 54 years,data.Both sexes,,1.3
2015,data.Prairies,data.Care of household children under 18 years,data.45 to 54 years,data.Male,,0.8
2015,data.Prairies,data.Care of household children under 18 years,data.45 to 54 years,data.Female,,1.3
2015,data.Prairies,data.Care of household children under 18 years,data.55 to 64 years,data.Both sexes,,
2015,data.Prairies,data.Care of household children under 18 years,data.55 to 64 years,data.Male,,
2015,data.Prairies,data.Care of household children under 18 years,data.55 to 64 years,data.Female,,
2015,data.Prairies,data.Care of household children under 18 years,data.65 years and over,data.Both sexes,,
2015,data.Prairies,data.Care of household children under 18 years,data.65 years and over,data.Male,,
2015,data.Prairies,data.Care of household children under 18 years,data.65 years and over,data.Female,,
2015,data.Prairies,data.Care of household adults,"data.Total, 15 years and over",data.Both sexes,,
2015,data.Prairies,data.Care of household adults,"data.Total, 15 years and over",data.Male,,
2015,data.Prairies,data.Care of household adults,"data.Total, 15 years and over",data.Female,,
2015,data.Prairies,data.Care of household adults,data.15 to 24 years,data.Both sexes,,
2015,data.Prairies,data.Care of household adults,data.15 to 24 years,data.Male,,
2015,data.Prairies,data.Care of household adults,data.15 to 24 years,data.Female,,0.0
2015,data.Prairies,data.Care of household adults,data.25 to 54 years,data.Both sexes,,
2015,data.Prairies,data.Care of household adults,data.25 to 54 years,data.Male,,
2015,data.Prairies,data.Care of household adults,data.25 to 54 years,data.Female,,
2015,data.Prairies,data.Care of household adults,data.25 to 34 years,data.Both sexes,,
2015,data.Prairies,data.Care of household adults,data.25 to 34 years,data.Male,,
2015,data.Prairies,data.Care of household adults,data.25 to 34 years,data.Female,,
2015,data.Prairies,data.Care of household adults,data.35 to 44 years,data.Both sexes,,
2015,data.Prairies,data.Care of household adults,data.35 to 44 years,data.Male,,
2015,data.Prairies,data.Care of household adults,data.35 to 44 years,data.Female,,
2015,data.Prairies,data.Care of household adults,data.45 to 54 years,data.Both sexes,,
2015,data.Prairies,data.Care of household adults,data.45 to 54 years,data.Male,,
2015,data.Prairies,data.Care of household adults,data.45 to 54 years,data.Female,,
2015,data.Prairies,data.Care of household adults,data.55 to 64 years,data.Both sexes,,
2015,data.Prairies,data.Care of household adults,data.55 to 64 years,data.Male,,
2015,data.Prairies,data.Care of household adults,data.55 to 64 years,data.Female,,
2015,data.Prairies,data.Care of household adults,data.65 years and over,data.Both sexes,,
2015,data.Prairies,data.Care of household adults,data.65 years and over,data.Male,,
2015,data.Prairies,data.Care of household adults,data.65 years and over,data.Female,,
2015,data.Prairies,data.Shopping for goods or services,"data.Total, 15 years and over",data.Both sexes,,2.1
2015,data.Prairies,data.Shopping for goods or services,"data.Total, 15 years and over",data.Male,,1.7
2015,data.Prairies,data.Shopping for goods or services,"data.Total, 15 years and over",data.Female,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.15 to 24 years,data.Both sexes,,1.3
2015,data.Prairies,data.Shopping for goods or services,data.15 to 24 years,data.Male,,1.7
2015,data.Prairies,data.Shopping for goods or services,data.15 to 24 years,data.Female,,0.8
2015,data.Prairies,data.Shopping for goods or services,data.25 to 54 years,data.Both sexes,,1.7
2015,data.Prairies,data.Shopping for goods or services,data.25 to 54 years,data.Male,,1.3
2015,data.Prairies,data.Shopping for goods or services,data.25 to 54 years,data.Female,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.25 to 34 years,data.Both sexes,,1.7
2015,data.Prairies,data.Shopping for goods or services,data.25 to 34 years,data.Male,,0.8
2015,data.Prairies,data.Shopping for goods or services,data.25 to 34 years,data.Female,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.35 to 44 years,data.Both sexes,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.35 to 44 years,data.Male,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.35 to 44 years,data.Female,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.45 to 54 years,data.Both sexes,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.45 to 54 years,data.Male,,1.3
2015,data.Prairies,data.Shopping for goods or services,data.45 to 54 years,data.Female,,2.5
2015,data.Prairies,data.Shopping for goods or services,data.55 to 64 years,data.Both sexes,,2.5
2015,data.Prairies,data.Shopping for goods or services,data.55 to 64 years,data.Male,,2.1
2015,data.Prairies,data.Shopping for goods or services,data.55 to 64 years,data.Female,,2.5
2015,data.Prairies,data.Shopping for goods or services,data.65 years and over,data.Both sexes,,2.9
2015,data.Prairies,data.Shopping for goods or services,data.65 years and over,data.Male,,2.9
2015,data.Prairies,data.Shopping for goods or services,data.65 years and over,data.Female,,2.9
2015,data.British Columbia,data.Unpaid work activities,"data.Total, 15 years and over",data.Both sexes,59,12.5
2015,data.British Columbia,data.Unpaid work activities,"data.Total, 15 years and over",data.Male,59,10.4
2015,data.British Columbia,data.Unpaid work activities,"data.Total, 15 years and over",data.Female,59,14.2
2015,data.British Columbia,data.Unpaid work activities,data.15 to 24 years,data.Both sexes,59,5.4
2015,data.British Columbia,data.Unpaid work activities,data.15 to 24 years,data.Male,59,3.3
2015,data.British Columbia,data.Unpaid work activities,data.15 to 24 years,data.Female,59,7.9
2015,data.British Columbia,data.Unpaid work activities,data.25 to 54 years,data.Both sexes,59,13.3
2015,data.British Columbia,data.Unpaid work activities,data.25 to 54 years,data.Male,59,10.8
2015,data.British Columbia,data.Unpaid work activities,data.25 to 54 years,data.Female,59,15.4
2015,data.British Columbia,data.Unpaid work activities,data.25 to 34 years,data.Both sexes,59,11.3
2015,data.British Columbia,data.Unpaid work activities,data.25 to 34 years,data.Male,59,8.3
2015,data.British Columbia,data.Unpaid work activities,data.25 to 34 years,data.Female,59,14.2
2015,data.British Columbia,data.Unpaid work activities,data.35 to 44 years,data.Both sexes,59,13.3
2015,data.British Columbia,data.Unpaid work activities,data.35 to 44 years,data.Male,59,10.8
2015,data.British Columbia,data.Unpaid work activities,data.35 to 44 years,data.Female,59,16.3
2015,data.British Columbia,data.Unpaid work activities,data.45 to 54 years,data.Both sexes,59,14.6
2015,data.British Columbia,data.Unpaid work activities,data.45 to 54 years,data.Male,59,13.3
2015,data.British Columbia,data.Unpaid work activities,data.45 to 54 years,data.Female,59,16.3
2015,data.British Columbia,data.Unpaid work activities,data.55 to 64 years,data.Both sexes,59,13.3
2015,data.British Columbia,data.Unpaid work activities,data.55 to 64 years,data.Male,59,12.5
2015,data.British Columbia,data.Unpaid work activities,data.55 to 64 years,data.Female,59,14.6
2015,data.British Columbia,data.Unpaid work activities,data.65 years and over,data.Both sexes,59,15.0
2015,data.British Columbia,data.Unpaid work activities,data.65 years and over,data.Male,59,13.3
2015,data.British Columbia,data.Unpaid work activities,data.65 years and over,data.Female,59,15.8
2015,data.British Columbia,data.Household chores,"data.Total, 15 years and over",data.Both sexes,59,8.3
2015,data.British Columbia,data.Household chores,"data.Total, 15 years and over",data.Male,59,7.5
2015,data.British Columbia,data.Household chores,"data.Total, 15 years and over",data.Female,59,9.6
2015,data.British Columbia,data.Household chores,data.15 to 24 years,data.Both sexes,59,2.9
2015,data.British Columbia,data.Household chores,data.15 to 24 years,data.Male,59,2.1
2015,data.British Columbia,data.Household chores,data.15 to 24 years,data.Female,59,3.8
2015,data.British Columbia,data.Household chores,data.25 to 54 years,data.Both sexes,59,8.3
2015,data.British Columbia,data.Household chores,data.25 to 54 years,data.Male,59,7.1
2015,data.British Columbia,data.Household chores,data.25 to 54 years,data.Female,59,9.6
2015,data.British Columbia,data.Household chores,data.25 to 34 years,data.Both sexes,59,6.7
2015,data.British Columbia,data.Household chores,data.25 to 34 years,data.Male,59,5.0
2015,data.British Columbia,data.Household chores,data.25 to 34 years,data.Female,59,8.3
2015,data.British Columbia,data.Household chores,data.35 to 44 years,data.Both sexes,59,7.5
2015,data.British Columbia,data.Household chores,data.35 to 44 years,data.Male,59,5.8
2015,data.British Columbia,data.Household chores,data.35 to 44 years,data.Female,59,8.8
2015,data.British Columbia,data.Household chores,data.45 to 54 years,data.Both sexes,59,11.3
2015,data.British Columbia,data.Household chores,data.45 to 54 years,data.Male,59,10.4
2015,data.British Columbia,data.Household chores,data.45 to 54 years,data.Female,59,12.1
2015,data.British Columbia,data.Household chores,data.55 to 64 years,data.Both sexes,59,10.4
2015,data.British Columbia,data.Household chores,data.55 to 64 years,data.Male,59,9.6
2015,data.British Columbia,data.Household chores,data.55 to 64 years,data.Female,59,10.8
2015,data.British Columbia,data.Household chores,data.65 years and over,data.Both sexes,59,11.3
2015,data.British Columbia,data.Household chores,data.65 years and over,data.Male,59,10.0
2015,data.British Columbia,data.Household chores,data.65 years and over,data.Female,59,12.5
2015,data.British Columbia,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Both sexes,59,1.3
2015,data.British Columbia,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Male,59,1.3
2015,data.British Columbia,data.Care of household children under 18 years,"data.Total, 15 years and over",data.Female,59,1.7
2015,data.British Columbia,data.Care of household children under 18 years,data.15 to 24 years,data.Both sexes,59,
2015,data.British Columbia,data.Care of household children under 18 years,data.15 to 24 years,data.Male,59,0.0
2015,data.British Columbia,data.Care of household children under 18 years,data.15 to 24 years,data.Female,59,
2015,data.British Columbia,data.Care of household children under 18 years,data.25 to 54 years,data.Both sexes,59,2.5
2015,data.British Columbia,data.Care of household children under 18 years,data.25 to 54 years,data.Male,59,2.1
2015,data.British Columbia,data.Care of household children under 18 years,data.25 to 54 years,data.Female,59,2.9
2015,data.British Columbia,data.Care of household children under 18 years,data.25 to 34 years,data.Both sexes,59,2.5
2015,data.British Columbia,data.Care of household children under 18 years,data.25 to 34 years,data.Male,59,1.7
2015,data.British Columbia,data.Care of household children under 18 years,data.25 to 34 years,data.Female,59,3.3
2015,data.British Columbia,data.Care of household children under 18 years,data.35 to 44 years,data.Both sexes,59,4.2
2015,data.British Columbia,data.Care of household children under 18 years,data.35 to 44 years,data.Male,59,3.8
2015,data.British Columbia,data.Care of household children under 18 years,data.35 to 44 years,data.Female,59,5.0
2015,data.British Columbia,data.Care of household children under 18 years,data.45 to 54 years,data.Both sexes,59,1.3
2015,data.British Columbia,data.Care of household children under 18 years,data.45 to 54 years,data.Male,59,0.8
2015,data.British Columbia,data.Care of household children under 18 years,data.45 to 54 years,data.Female,59,1.3
2015,data.British Columbia,data.Care of household children under 18 years,data.55 to 64 years,data.Both sexes,59,
2015,data.British Columbia,data.Care of household children under 18 years,data.55 to 64 years,data.Male,59,
2015,data.British Columbia,data.Care of household children under 18 years,data.55 to 64 years,data.Female,59,
2015,data.British Columbia,data.Care of household children under 18 years,data.65 years and over,data.Both sexes,59,
2015,data.British Columbia,data.Care of household children under 18 years,data.65 years and over,data.Male,59,
2015,data.British Columbia,data.Care of household children under 18 years,data.65 years and over,data.Female,59,
