Year,Géographie,Groupe d'âge,Sexe,GeoCode,Value
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,63.3
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,71.4
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,69.2
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,69.8
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,68.6
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,56.2
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,54.1
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,58.2
2017,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,55.0
2017,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,47.8
2017,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,61.5
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,61.9
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,60.8
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,62.8
2017,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,68.5
2017,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,68.6
2017,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,68.4
2017,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,64.7
2017,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,65.7
2017,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,63.8
2017,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,74.0
2017,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,69.0
2017,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,78.8
2017,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,56.5
2017,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,55.7
2017,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,57.3
2017,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,50.3
2017,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,49.9
2017,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,50.7
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,60.6
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,58.6
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,62.5
2017,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,78.4
2017,Nouvelle-Écosse,12 à 17 ans,Hommes,12,82.3
2017,Nouvelle-Écosse,12 à 17 ans,Femmes,12,74.3
2017,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,72.6
2017,Nouvelle-Écosse,18 à 34 ans,Hommes,12,72.5
2017,Nouvelle-Écosse,18 à 34 ans,Femmes,12,72.7
2017,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,64.1
2017,Nouvelle-Écosse,35 à 49 ans,Hommes,12,63.5
2017,Nouvelle-Écosse,35 à 49 ans,Femmes,12,64.7
2017,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,54.2
2017,Nouvelle-Écosse,50 à 64 ans,Hommes,12,48.0
2017,Nouvelle-Écosse,50 à 64 ans,Femmes,12,60.1
2017,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,46.8
2017,Nouvelle-Écosse,65 ans et plus,Hommes,12,43.2
2017,Nouvelle-Écosse,65 ans et plus,Femmes,12,49.9
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,56.5
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,54.4
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,58.5
2017,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,74.4
2017,Nouveau-Brunswick,12 à 17 ans,Hommes,13,63.8
2017,Nouveau-Brunswick,12 à 17 ans,Femmes,13,85.8
2017,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,69.9
2017,Nouveau-Brunswick,18 à 34 ans,Hommes,13,68.8
2017,Nouveau-Brunswick,18 à 34 ans,Femmes,13,71.1
2017,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,60.1
2017,Nouveau-Brunswick,35 à 49 ans,Hommes,13,62.2
2017,Nouveau-Brunswick,35 à 49 ans,Femmes,13,58.1
2017,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,45.6
2017,Nouveau-Brunswick,50 à 64 ans,Hommes,13,41.6
2017,Nouveau-Brunswick,50 à 64 ans,Femmes,13,49.4
2017,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,47.5
2017,Nouveau-Brunswick,65 ans et plus,Hommes,13,44.2
2017,Nouveau-Brunswick,65 ans et plus,Femmes,13,50.4
2017,Québec,"Total, 12 ans et plus",Les deux sexes,24,61.9
2017,Québec,"Total, 12 ans et plus",Hommes,24,61.7
2017,Québec,"Total, 12 ans et plus",Femmes,24,62.0
2017,Québec,12 à 17 ans,Les deux sexes,24,75.7
2017,Québec,12 à 17 ans,Hommes,24,73.6
2017,Québec,12 à 17 ans,Femmes,24,77.9
2017,Québec,18 à 34 ans,Les deux sexes,24,70.9
2017,Québec,18 à 34 ans,Hommes,24,71.2
2017,Québec,18 à 34 ans,Femmes,24,70.7
2017,Québec,35 à 49 ans,Les deux sexes,24,66.0
2017,Québec,35 à 49 ans,Hommes,24,65.0
2017,Québec,35 à 49 ans,Femmes,24,67.0
2017,Québec,50 à 64 ans,Les deux sexes,24,57.5
2017,Québec,50 à 64 ans,Hommes,24,56.6
2017,Québec,50 à 64 ans,Femmes,24,58.4
2017,Québec,65 ans et plus,Les deux sexes,24,47.5
2017,Québec,65 ans et plus,Hommes,24,48.0
2017,Québec,65 ans et plus,Femmes,24,47.1
2017,Ontario,"Total, 12 ans et plus",Les deux sexes,35,60.6
2017,Ontario,"Total, 12 ans et plus",Hommes,35,61.1
2017,Ontario,"Total, 12 ans et plus",Femmes,35,60.2
2017,Ontario,12 à 17 ans,Les deux sexes,35,75.5
2017,Ontario,12 à 17 ans,Hommes,35,76.8
2017,Ontario,12 à 17 ans,Femmes,35,74.2
2017,Ontario,18 à 34 ans,Les deux sexes,35,71.9
2017,Ontario,18 à 34 ans,Hommes,35,75.0
2017,Ontario,18 à 34 ans,Femmes,35,68.9
2017,Ontario,35 à 49 ans,Les deux sexes,35,63.0
2017,Ontario,35 à 49 ans,Hommes,35,62.1
2017,Ontario,35 à 49 ans,Femmes,35,64.0
2017,Ontario,50 à 64 ans,Les deux sexes,35,52.7
2017,Ontario,50 à 64 ans,Hommes,35,51.7
2017,Ontario,50 à 64 ans,Femmes,35,53.7
2017,Ontario,65 ans et plus,Les deux sexes,35,45.9
2017,Ontario,65 ans et plus,Hommes,35,44.0
2017,Ontario,65 ans et plus,Femmes,35,47.5
2017,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,60.9
2017,Manitoba,"Total, 12 ans et plus",Hommes,46,62.4
2017,Manitoba,"Total, 12 ans et plus",Femmes,46,59.4
2017,Manitoba,12 à 17 ans,Les deux sexes,46,77.5
2017,Manitoba,12 à 17 ans,Hommes,46,78.4
2017,Manitoba,12 à 17 ans,Femmes,46,76.6
2017,Manitoba,18 à 34 ans,Les deux sexes,46,68.6
2017,Manitoba,18 à 34 ans,Hommes,46,66.4
2017,Manitoba,18 à 34 ans,Femmes,46,71.0
2017,Manitoba,35 à 49 ans,Les deux sexes,46,66.1
2017,Manitoba,35 à 49 ans,Hommes,46,75.2
2017,Manitoba,35 à 49 ans,Femmes,46,57.1
2017,Manitoba,50 à 64 ans,Les deux sexes,46,52.4
2017,Manitoba,50 à 64 ans,Hommes,46,49.8
2017,Manitoba,50 à 64 ans,Femmes,46,55.1
2017,Manitoba,65 ans et plus,Les deux sexes,46,45.7
2017,Manitoba,65 ans et plus,Hommes,46,48.1
2017,Manitoba,65 ans et plus,Femmes,46,43.6
2017,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,58.1
2017,Saskatchewan,"Total, 12 ans et plus",Hommes,47,58.8
2017,Saskatchewan,"Total, 12 ans et plus",Femmes,47,57.3
2017,Saskatchewan,12 à 17 ans,Les deux sexes,47,67.0
2017,Saskatchewan,12 à 17 ans,Hommes,47,67.3
2017,Saskatchewan,12 à 17 ans,Femmes,47,66.6
2017,Saskatchewan,18 à 34 ans,Les deux sexes,47,70.9
2017,Saskatchewan,18 à 34 ans,Hommes,47,76.8
2017,Saskatchewan,18 à 34 ans,Femmes,47,64.6
2017,Saskatchewan,35 à 49 ans,Les deux sexes,47,60.8
2017,Saskatchewan,35 à 49 ans,Hommes,47,54.2
2017,Saskatchewan,35 à 49 ans,Femmes,47,67.8
2017,Saskatchewan,50 à 64 ans,Les deux sexes,47,49.9
2017,Saskatchewan,50 à 64 ans,Hommes,47,49.1
2017,Saskatchewan,50 à 64 ans,Femmes,47,50.8
2017,Saskatchewan,65 ans et plus,Les deux sexes,47,40.4
2017,Saskatchewan,65 ans et plus,Hommes,47,42.6
2017,Saskatchewan,65 ans et plus,Femmes,47,38.5
2017,Alberta,"Total, 12 ans et plus",Les deux sexes,48,63.3
2017,Alberta,"Total, 12 ans et plus",Hommes,48,63.2
2017,Alberta,"Total, 12 ans et plus",Femmes,48,63.4
2017,Alberta,12 à 17 ans,Les deux sexes,48,78.7
2017,Alberta,12 à 17 ans,Hommes,48,77.8
2017,Alberta,12 à 17 ans,Femmes,48,79.6
2017,Alberta,18 à 34 ans,Les deux sexes,48,69.2
2017,Alberta,18 à 34 ans,Hommes,48,69.7
2017,Alberta,18 à 34 ans,Femmes,48,68.5
2017,Alberta,35 à 49 ans,Les deux sexes,48,65.0
2017,Alberta,35 à 49 ans,Hommes,48,65.0
2017,Alberta,35 à 49 ans,Femmes,48,65.0
2017,Alberta,50 à 64 ans,Les deux sexes,48,57.3
2017,Alberta,50 à 64 ans,Hommes,48,57.3
2017,Alberta,50 à 64 ans,Femmes,48,57.3
2017,Alberta,65 ans et plus,Les deux sexes,48,49.1
2017,Alberta,65 ans et plus,Hommes,48,46.3
2017,Alberta,65 ans et plus,Femmes,48,51.5
2017,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,60.0
2017,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,59.2
2017,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,60.8
2017,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,76.2
2017,Colombie-Britannique,12 à 17 ans,Hommes,59,76.9
2017,Colombie-Britannique,12 à 17 ans,Femmes,59,75.5
2017,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,70.3
2017,Colombie-Britannique,18 à 34 ans,Hommes,59,69.9
2017,Colombie-Britannique,18 à 34 ans,Femmes,59,70.7
2017,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,63.3
2017,Colombie-Britannique,35 à 49 ans,Hommes,59,58.7
2017,Colombie-Britannique,35 à 49 ans,Femmes,59,67.7
2017,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,52.5
2017,Colombie-Britannique,50 à 64 ans,Hommes,59,52.6
2017,Colombie-Britannique,50 à 64 ans,Femmes,59,52.4
2017,Colombie-Britannique,65 ans et plus,Les deux sexes,59,46.8
2017,Colombie-Britannique,65 ans et plus,Hommes,59,47.2
2017,Colombie-Britannique,65 ans et plus,Femmes,59,46.4
2018,Canada,"Total, 12 ans et plus",Hommes,,61.2
2018,Canada,"Total, 12 ans et plus",Femmes,,60.2
2018,Canada,12 à 17 ans,Les deux sexes,,73.4
2018,Canada,12 à 17 ans,Hommes,,72.4
2018,Canada,12 à 17 ans,Femmes,,74.4
2018,Canada,18 à 34 ans,Les deux sexes,,68.2
2018,Canada,18 à 34 ans,Hommes,,68.5
2018,Canada,18 à 34 ans,Femmes,,67.9
2018,Canada,35 à 49 ans,Les deux sexes,,64.0
2018,Canada,35 à 49 ans,Hommes,,66.2
2018,Canada,35 à 49 ans,Femmes,,61.8
2018,Canada,50 à 64 ans,Les deux sexes,,56.5
2018,Canada,50 à 64 ans,Hommes,,56.2
2018,Canada,50 à 64 ans,Femmes,,56.9
2018,Canada,65 ans et plus,Les deux sexes,,47.3
2018,Canada,65 ans et plus,Hommes,,46.4
2018,Canada,65 ans et plus,Femmes,,48.1
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,60.5
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,58.4
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,62.5
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,79.7
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,76.2
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,83.9
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,64.0
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,56.8
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,71.5
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,61.8
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,72.6
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,51.8
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,56.9
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,50.4
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,63.1
2018,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,54.6
2018,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,50.1
2018,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,58.6
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,62.8
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,63.1
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,62.4
2018,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,74.4
2018,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,76.8
2018,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,71.9
2018,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,70.5
2018,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,69.9
2018,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,71.2
2018,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,64.9
2018,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,59.6
2018,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,69.8
2018,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,60.1
2018,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,65.4
2018,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,55.1
2018,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,51.5
2018,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,50.9
2018,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,52.0
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,57.6
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,58.3
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,56.9
2018,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,68.0
2018,Nouvelle-Écosse,12 à 17 ans,Hommes,12,72.4
2018,Nouvelle-Écosse,12 à 17 ans,Femmes,12,63.3
2018,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,63.2
2018,Nouvelle-Écosse,18 à 34 ans,Hommes,12,62.7
2018,Nouvelle-Écosse,18 à 34 ans,Femmes,12,63.7
2018,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,65.2
2018,Nouvelle-Écosse,35 à 49 ans,Hommes,12,66.3
2018,Nouvelle-Écosse,35 à 49 ans,Femmes,12,64.1
2018,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,54.1
2018,Nouvelle-Écosse,50 à 64 ans,Hommes,12,52.0
2018,Nouvelle-Écosse,50 à 64 ans,Femmes,12,56.0
2018,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,45.8
2018,Nouvelle-Écosse,65 ans et plus,Hommes,12,48.7
2018,Nouvelle-Écosse,65 ans et plus,Femmes,12,43.2
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,55.4
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,53.3
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,57.3
2018,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,71.4
2018,Nouveau-Brunswick,12 à 17 ans,Hommes,13,73.1
2018,Nouveau-Brunswick,12 à 17 ans,Femmes,13,69.6
2018,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,65.1
2018,Nouveau-Brunswick,18 à 34 ans,Hommes,13,64.5
2018,Nouveau-Brunswick,18 à 34 ans,Femmes,13,65.6
2018,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,62.4
2018,Nouveau-Brunswick,35 à 49 ans,Hommes,13,59.0
2018,Nouveau-Brunswick,35 à 49 ans,Femmes,13,65.7
2018,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,47.5
2018,Nouveau-Brunswick,50 à 64 ans,Hommes,13,42.2
2018,Nouveau-Brunswick,50 à 64 ans,Femmes,13,52.5
2018,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,43.9
2018,Nouveau-Brunswick,65 ans et plus,Hommes,13,43.1
2018,Nouveau-Brunswick,65 ans et plus,Femmes,13,44.7
2018,Québec,"Total, 12 ans et plus",Les deux sexes,24,61.0
2018,Québec,"Total, 12 ans et plus",Hommes,24,62.5
2018,Québec,"Total, 12 ans et plus",Femmes,24,59.5
2018,Québec,12 à 17 ans,Les deux sexes,24,74.5
2018,Québec,12 à 17 ans,Hommes,24,74.8
2018,Québec,12 à 17 ans,Femmes,24,74.1
2018,Québec,18 à 34 ans,Les deux sexes,24,70.7
2018,Québec,18 à 34 ans,Hommes,24,73.1
2018,Québec,18 à 34 ans,Femmes,24,68.2
2018,Québec,35 à 49 ans,Les deux sexes,24,64.2
2018,Québec,35 à 49 ans,Hommes,24,67.0
2018,Québec,35 à 49 ans,Femmes,24,61.4
2018,Québec,50 à 64 ans,Les deux sexes,24,57.1
2018,Québec,50 à 64 ans,Hommes,24,57.5
2018,Québec,50 à 64 ans,Femmes,24,56.7
2018,Québec,65 ans et plus,Les deux sexes,24,46.8
2018,Québec,65 ans et plus,Hommes,24,46.2
2018,Québec,65 ans et plus,Femmes,24,47.3
2018,Ontario,"Total, 12 ans et plus",Les deux sexes,35,60.8
2018,Ontario,"Total, 12 ans et plus",Hommes,35,60.5
2018,Ontario,"Total, 12 ans et plus",Femmes,35,61.0
2018,Ontario,12 à 17 ans,Les deux sexes,35,71.6
2018,Ontario,12 à 17 ans,Hommes,35,69.5
2018,Ontario,12 à 17 ans,Femmes,35,73.9
2018,Ontario,18 à 34 ans,Les deux sexes,35,67.1
2018,Ontario,18 à 34 ans,Hommes,35,66.2
2018,Ontario,18 à 34 ans,Femmes,35,68.1
2018,Ontario,35 à 49 ans,Les deux sexes,35,64.7
2018,Ontario,35 à 49 ans,Hommes,35,67.4
2018,Ontario,35 à 49 ans,Femmes,35,62.2
2018,Ontario,50 à 64 ans,Les deux sexes,35,56.8
2018,Ontario,50 à 64 ans,Hommes,35,54.8
2018,Ontario,50 à 64 ans,Femmes,35,58.9
2018,Ontario,65 ans et plus,Les deux sexes,35,47.8
2018,Ontario,65 ans et plus,Hommes,35,47.0
2018,Ontario,65 ans et plus,Femmes,35,48.4
2018,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,59.3
2018,Manitoba,"Total, 12 ans et plus",Hommes,46,60.7
2018,Manitoba,"Total, 12 ans et plus",Femmes,46,57.9
2018,Manitoba,12 à 17 ans,Les deux sexes,46,71.0
2018,Manitoba,12 à 17 ans,Hommes,46,73.3
2018,Manitoba,12 à 17 ans,Femmes,46,68.6
2018,Manitoba,18 à 34 ans,Les deux sexes,46,65.0
2018,Manitoba,18 à 34 ans,Hommes,46,66.3
2018,Manitoba,18 à 34 ans,Femmes,46,63.8
2018,Manitoba,35 à 49 ans,Les deux sexes,46,69.0
2018,Manitoba,35 à 49 ans,Hommes,46,75.7
2018,Manitoba,35 à 49 ans,Femmes,46,62.4
2018,Manitoba,50 à 64 ans,Les deux sexes,46,55.2
2018,Manitoba,50 à 64 ans,Hommes,46,54.6
2018,Manitoba,50 à 64 ans,Femmes,46,55.8
2018,Manitoba,65 ans et plus,Les deux sexes,46,38.6
2018,Manitoba,65 ans et plus,Hommes,46,34.1
2018,Manitoba,65 ans et plus,Femmes,46,42.5
2018,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,58.4
2018,Saskatchewan,"Total, 12 ans et plus",Hommes,47,60.2
2018,Saskatchewan,"Total, 12 ans et plus",Femmes,47,56.6
2018,Saskatchewan,12 à 17 ans,Les deux sexes,47,72.9
2018,Saskatchewan,12 à 17 ans,Hommes,47,72.0
2018,Saskatchewan,12 à 17 ans,Femmes,47,73.8
2018,Saskatchewan,18 à 34 ans,Les deux sexes,47,67.2
2018,Saskatchewan,18 à 34 ans,Hommes,47,68.6
2018,Saskatchewan,18 à 34 ans,Femmes,47,65.8
2018,Saskatchewan,35 à 49 ans,Les deux sexes,47,57.7
2018,Saskatchewan,35 à 49 ans,Hommes,47,63.1
2018,Saskatchewan,35 à 49 ans,Femmes,47,52.1
2018,Saskatchewan,50 à 64 ans,Les deux sexes,47,55.7
2018,Saskatchewan,50 à 64 ans,Hommes,47,58.2
2018,Saskatchewan,50 à 64 ans,Femmes,47,53.2
2018,Saskatchewan,65 ans et plus,Les deux sexes,47,42.5
2018,Saskatchewan,65 ans et plus,Hommes,47,38.8
2018,Saskatchewan,65 ans et plus,Femmes,47,45.8
2018,Alberta,"Total, 12 ans et plus",Les deux sexes,48,62.8
2018,Alberta,"Total, 12 ans et plus",Hommes,48,62.3
2018,Alberta,"Total, 12 ans et plus",Femmes,48,63.4
2018,Alberta,12 à 17 ans,Les deux sexes,48,76.6
2018,Alberta,12 à 17 ans,Hommes,48,75.4
2018,Alberta,12 à 17 ans,Femmes,48,77.8
2018,Alberta,18 à 34 ans,Les deux sexes,48,71.3
2018,Alberta,18 à 34 ans,Hommes,48,70.4
2018,Alberta,18 à 34 ans,Femmes,48,72.2
2018,Alberta,35 à 49 ans,Les deux sexes,48,62.3
2018,Alberta,35 à 49 ans,Hommes,48,60.7
2018,Alberta,35 à 49 ans,Femmes,48,63.9
2018,Alberta,50 à 64 ans,Les deux sexes,48,56.6
2018,Alberta,50 à 64 ans,Hommes,48,58.8
2018,Alberta,50 à 64 ans,Femmes,48,54.3
2018,Alberta,65 ans et plus,Les deux sexes,48,49.0
2018,Alberta,65 ans et plus,Hommes,48,45.6
2018,Alberta,65 ans et plus,Femmes,48,52.0
2018,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,60.6
2018,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,62.4
2018,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,58.8
2018,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,75.3
2018,Colombie-Britannique,12 à 17 ans,Hommes,59,73.7
2018,Colombie-Britannique,12 à 17 ans,Femmes,59,77.1
2018,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,67.2
2018,Colombie-Britannique,18 à 34 ans,Hommes,59,69.2
2018,Colombie-Britannique,18 à 34 ans,Femmes,59,65.2
2018,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,63.3
2018,Colombie-Britannique,35 à 49 ans,Hommes,59,65.6
2018,Colombie-Britannique,35 à 49 ans,Femmes,59,61.0
2018,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,56.9
2018,Colombie-Britannique,50 à 64 ans,Hommes,59,59.5
2018,Colombie-Britannique,50 à 64 ans,Femmes,59,54.5
2018,Colombie-Britannique,65 ans et plus,Les deux sexes,59,48.6
2018,Colombie-Britannique,65 ans et plus,Hommes,59,49.0
2018,Colombie-Britannique,65 ans et plus,Femmes,59,48.3
2019,Canada,"Total, 12 ans et plus",Hommes,,61.9
2019,Canada,"Total, 12 ans et plus",Femmes,,60.5
2019,Canada,12 à 17 ans,Les deux sexes,,75.7
2019,Canada,12 à 17 ans,Hommes,,77.1
2019,Canada,12 à 17 ans,Femmes,,74.3
2019,Canada,18 à 34 ans,Les deux sexes,,67.6
2019,Canada,18 à 34 ans,Hommes,,68.5
2019,Canada,18 à 34 ans,Femmes,,66.8
2019,Canada,35 à 49 ans,Les deux sexes,,65.1
2019,Canada,35 à 49 ans,Hommes,,67.1
2019,Canada,35 à 49 ans,Femmes,,63.0
2019,Canada,50 à 64 ans,Les deux sexes,,56.6
2019,Canada,50 à 64 ans,Hommes,,56.2
2019,Canada,50 à 64 ans,Femmes,,57.0
2019,Canada,65 ans et plus,Les deux sexes,,48.4
2019,Canada,65 ans et plus,Hommes,,47.2
2019,Canada,65 ans et plus,Femmes,,49.4
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,64.2
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,61.5
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,66.7
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,76.7
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,73.1
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,80.3
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,68.5
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,64.3
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,72.8
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,68.4
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,71.5
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,65.5
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,62.6
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,56.3
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,68.7
2019,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,54.8
2019,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,52.1
2019,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,57.1
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,57.5
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,55.9
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,59.1
2019,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,77.5
2019,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,83.2
2019,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,71.6
2019,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,54.1
2019,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,48.3
2019,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,60.4
2019,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,69.3
2019,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,70.8
2019,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,67.9
